Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Device_Type_Category,Screen_Time_Category,weekday_flag,Usage_Balance_Category,Health_Risk_Level,Educational_Time_hr,Recreational_Time_hr,Educational_Time_Actual,Recreational_Time_Actual
15,Female,3.16,Laptop,True,0.49,Poor Sleep,Urban,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.0391946308724833,2.120805369127517,1 hr 2 min,2 hr 7 min
11,Female,4.43,Smartphone,True,0.36,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.1726470588235294,3.25735294117647,1 hr 10 min,3 hr 15 min
18,Female,4.95,Smartphone,True,0.37,"Poor Sleep, Obesity Risk",Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3368613138686132,3.613138686131387,1 hr 20 min,3 hr 37 min
18,Female,2.26,Smartphone,False,0.47,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7225850340136053,1.5374149659863945,0 hr 43 min,1 hr 32 min
8,Female,1.76,Smartphone,False,0.5,No Health Impact,Urban,Child,Portable,Low,weekday,Balanced,Moderate Risk,0.5866666666666667,1.1733333333333333,0 hr 35 min,1 hr 10 min
8,Female,2.7,Smartphone,True,0.58,No Health Impact,Urban,Child,Portable,Moderate,weekday,Balanced,Moderate Risk,0.9911392405063291,1.708860759493671,0 hr 59 min,1 hr 43 min
11,Female,4.96,Smartphone,True,0.37,"Poor Sleep, Eye Strain, Anxiety, Obesity Risk",Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3395620437956204,3.6204379562043796,1 hr 20 min,3 hr 37 min
13,Female,3.12,Smartphone,True,0.48,"Eye Strain, Obesity Risk",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,1.011891891891892,2.108108108108108,1 hr 1 min,2 hr 6 min
15,Male,4.93,Smartphone,True,0.49,Poor Sleep,Rural,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.6212751677852348,3.308724832214765,1 hr 37 min,3 hr 19 min
13,Male,1.93,Laptop,False,0.35,No Health Impact,Rural,Pre-Teen,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.5003703703703704,1.4296296296296296,0 hr 30 min,1 hr 26 min
16,Male,4.33,Smartphone,True,0.36,Poor Sleep,Urban,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.1461764705882354,3.1838235294117645,1 hr 9 min,3 hr 11 min
16,Male,3.67,Smartphone,True,0.3,Eye Strain,Rural,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8469230769230769,2.823076923076923,0 hr 51 min,2 hr 49 min
9,Male,3.81,TV,True,0.46,Obesity Risk,Urban,Child,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,1.2004109589041096,2.6095890410958904,1 hr 12 min,2 hr 37 min
17,Male,6.68,Tablet,True,0.3,Poor Sleep,Rural,Senior Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.5415384615384615,5.138461538461538,1 hr 32 min,5 hr 8 min
8,Female,2.93,Smartphone,True,0.53,No Health Impact,Urban,Child,Portable,Moderate,weekday,Balanced,Moderate Risk,1.014967320261438,1.9150326797385622,1 hr 1 min,1 hr 55 min
9,Male,5.89,Tablet,True,0.41,"Poor Sleep, Eye Strain, Anxiety",Rural,Child,Portable,High,weekend,Mostly Recreational,High Risk,1.7126950354609929,4.177304964539006,1 hr 43 min,4 hr 11 min
12,Female,4.81,Tablet,True,0.37,"Poor Sleep, Obesity Risk",Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.2990510948905107,3.5109489051094886,1 hr 18 min,3 hr 31 min
11,Male,5.71,TV,True,0.35,Poor Sleep,Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.4803703703703703,4.229629629629629,1 hr 29 min,4 hr 14 min
11,Male,6.59,TV,True,0.5,Eye Strain,Urban,Pre-Teen,Other,Very High,weekend,Balanced,Moderate Risk,2.1966666666666668,4.393333333333333,2 hr 12 min,4 hr 24 min
16,Male,5.14,Smartphone,True,0.39,Poor Sleep,Rural,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4421582733812948,3.697841726618705,1 hr 27 min,3 hr 42 min
18,Female,4.11,Smartphone,True,0.4,Poor Sleep,Rural,Senior Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.1742857142857144,2.935714285714286,1 hr 10 min,2 hr 56 min
15,Female,5.56,Smartphone,True,0.33,Poor Sleep,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.379548872180451,4.180451127819548,1 hr 23 min,4 hr 11 min
13,Male,4.53,Smartphone,True,0.34,Eye Strain,Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.149402985074627,3.3805970149253732,1 hr 9 min,3 hr 23 min
8,Female,2.48,Smartphone,True,0.46,No Health Impact,Rural,Child,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7813698630136987,1.6986301369863013,0 hr 47 min,1 hr 42 min
9,Female,1.35,TV,False,0.53,No Health Impact,Urban,Child,Other,Low,weekday,Balanced,Moderate Risk,0.46764705882352947,0.8823529411764706,0 hr 28 min,0 hr 53 min
13,Female,4.75,TV,True,0.44,"Poor Sleep, Anxiety",Rural,Pre-Teen,Other,High,weekend,Mostly Recreational,High Risk,1.4513888888888888,3.298611111111111,1 hr 27 min,3 hr 18 min
18,Male,5.29,Tablet,True,0.35,"Poor Sleep, Obesity Risk",Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3714814814814813,3.9185185185185185,1 hr 22 min,3 hr 55 min
9,Female,4.06,Tablet,True,0.56,"Poor Sleep, Anxiety",Rural,Child,Portable,High,weekday,Balanced,High Risk,1.4574358974358974,2.602564102564102,1 hr 27 min,2 hr 36 min
17,Male,5.29,Tablet,True,0.45,"Poor Sleep, Anxiety",Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.6417241379310346,3.6482758620689655,1 hr 39 min,3 hr 39 min
12,Female,3.76,Smartphone,True,0.49,"Poor Sleep, Obesity Risk",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,1.2365100671140938,2.523489932885906,1 hr 14 min,2 hr 31 min
12,Male,4.2,TV,True,0.4,"Poor Sleep, Obesity Risk",Urban,Pre-Teen,Other,High,weekday,Mostly Recreational,High Risk,1.2000000000000002,3.0,1 hr 12 min,3 hr 0 min
13,Male,4.51,Laptop,True,0.48,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.4627027027027024,3.0472972972972974,1 hr 28 min,3 hr 3 min
13,Male,4.35,Smartphone,True,0.36,Anxiety,Rural,Pre-Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.151470588235294,3.1985294117647056,1 hr 9 min,3 hr 12 min
13,Male,3.22,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.9200000000000003,2.3,0 hr 55 min,2 hr 18 min
9,Male,6.19,Smartphone,True,0.44,Poor Sleep,Urban,Child,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.8913888888888892,4.298611111111111,1 hr 53 min,4 hr 18 min
17,Female,3.21,Smartphone,True,0.32,No Health Impact,Rural,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7781818181818182,2.4318181818181817,0 hr 47 min,2 hr 26 min
10,Female,5.04,TV,True,0.48,Anxiety,Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.6345945945945946,3.4054054054054053,1 hr 38 min,3 hr 24 min
13,Male,4.41,TV,True,0.42,No Health Impact,Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.3043661971830987,3.1056338028169015,1 hr 18 min,3 hr 6 min
15,Female,3.16,Smartphone,True,0.42,Poor Sleep,Rural,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9346478873239437,2.2253521126760565,0 hr 56 min,2 hr 14 min
18,Male,4.44,Smartphone,True,0.47,"Poor Sleep, Eye Strain",Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.419591836734694,3.0204081632653064,1 hr 25 min,3 hr 1 min
8,Female,1.25,TV,False,0.6,No Health Impact,Urban,Child,Other,Low,weekday,Balanced,Moderate Risk,0.46875,0.78125,0 hr 28 min,0 hr 47 min
8,Male,2.82,Smartphone,True,0.46,No Health Impact,Urban,Child,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.8884931506849315,1.9315068493150682,0 hr 53 min,1 hr 56 min
18,Female,5.38,Tablet,True,0.3,Poor Sleep,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.2415384615384615,4.138461538461538,1 hr 14 min,4 hr 8 min
9,Male,6.31,Tablet,True,0.54,Poor Sleep,Rural,Child,Portable,Very High,weekend,Balanced,Moderate Risk,2.2125974025974027,4.097402597402597,2 hr 13 min,4 hr 6 min
18,Male,4.45,TV,True,0.48,Eye Strain,Urban,Senior Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.4432432432432434,3.006756756756757,1 hr 27 min,3 hr 0 min
13,Male,4.52,Smartphone,True,0.36,Poor Sleep,Rural,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.196470588235294,3.3235294117647056,1 hr 12 min,3 hr 19 min
16,Male,2.37,TV,False,0.42,No Health Impact,Rural,Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7009859154929579,1.6690140845070423,0 hr 42 min,1 hr 40 min
11,Male,4.95,Laptop,True,0.4,"Poor Sleep, Anxiety",Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.4142857142857146,3.5357142857142856,1 hr 25 min,3 hr 32 min
10,Female,0.6,TV,False,0.53,No Health Impact,Urban,Pre-Teen,Other,Low,weekday,Balanced,Moderate Risk,0.20784313725490197,0.392156862745098,0 hr 12 min,0 hr 24 min
15,Female,2.77,Smartphone,False,0.35,No Health Impact,Rural,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7181481481481481,2.051851851851852,0 hr 43 min,2 hr 3 min
18,Male,2.04,Laptop,False,0.38,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.5617391304347826,1.4782608695652173,0 hr 34 min,1 hr 29 min
17,Male,6.87,Tablet,True,0.32,"Poor Sleep, Eye Strain",Urban,Senior Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,1.6654545454545453,5.204545454545455,1 hr 40 min,5 hr 12 min
16,Female,4.13,Smartphone,True,0.34,"Poor Sleep, Eye Strain, Obesity Risk",Rural,Teen,Portable,High,weekday,Mostly Recreational,High Risk,1.047910447761194,3.0820895522388057,1 hr 3 min,3 hr 5 min
18,Male,2.37,TV,False,0.38,No Health Impact,Urban,Senior Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.652608695652174,1.7173913043478262,0 hr 39 min,1 hr 43 min
12,Female,5.47,Smartphone,True,0.35,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.418148148148148,4.051851851851852,1 hr 25 min,4 hr 3 min
16,Female,7.21,Laptop,True,0.38,Anxiety,Urban,Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.98536231884058,5.22463768115942,1 hr 59 min,5 hr 13 min
9,Female,9.63,Smartphone,True,0.42,"Poor Sleep, Anxiety",Urban,Child,Portable,Very High,weekend,Mostly Recreational,High Risk,2.84830985915493,6.781690140845071,2 hr 51 min,6 hr 47 min
10,Female,3.23,Smartphone,True,0.51,Anxiety,Urban,Pre-Teen,Portable,Moderate,weekday,Balanced,Moderate Risk,1.0909271523178807,2.1390728476821192,1 hr 5 min,2 hr 8 min
14,Male,4.43,Laptop,True,0.45,Poor Sleep,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.3748275862068964,3.0551724137931036,1 hr 22 min,3 hr 3 min
14,Male,5.53,Smartphone,True,0.42,No Health Impact,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.6356338028169015,3.894366197183099,1 hr 38 min,3 hr 54 min
13,Male,2.78,Smartphone,False,0.33,No Health Impact,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.6897744360902255,2.090225563909774,0 hr 41 min,2 hr 5 min
13,Female,5.01,Laptop,True,0.45,Anxiety,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5548275862068968,3.455172413793103,1 hr 33 min,3 hr 27 min
9,Female,6.68,Smartphone,True,0.47,No Health Impact,Rural,Child,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,2.13578231292517,4.54421768707483,2 hr 8 min,4 hr 33 min
17,Male,2.64,TV,False,0.4,No Health Impact,Rural,Senior Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7542857142857143,1.8857142857142857,0 hr 45 min,1 hr 53 min
13,Female,3.72,Smartphone,True,0.32,"Poor Sleep, Obesity Risk",Rural,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.9018181818181819,2.8181818181818183,0 hr 54 min,2 hr 49 min
11,Male,7.08,Tablet,True,0.44,"Poor Sleep, Anxiety",Urban,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,High Risk,2.1633333333333336,4.916666666666666,2 hr 10 min,4 hr 55 min
10,Male,2.7,Smartphone,True,0.52,No Health Impact,Rural,Pre-Teen,Portable,Moderate,weekday,Balanced,Moderate Risk,0.9236842105263159,1.7763157894736843,0 hr 55 min,1 hr 47 min
18,Male,4.81,Smartphone,True,0.46,"Poor Sleep, Eye Strain, Anxiety",Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.5154794520547947,3.294520547945205,1 hr 31 min,3 hr 18 min
9,Male,6.22,Tablet,True,0.54,"Poor Sleep, Obesity Risk",Rural,Child,Portable,Very High,weekend,Balanced,High Risk,2.181038961038961,4.038961038961039,2 hr 11 min,4 hr 2 min
8,Male,2.34,Smartphone,True,0.53,No Health Impact,Rural,Child,Portable,Moderate,weekday,Balanced,Moderate Risk,0.8105882352941176,1.5294117647058822,0 hr 49 min,1 hr 32 min
18,Male,4.18,Smartphone,True,0.35,Poor Sleep,Urban,Senior Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.0837037037037036,3.096296296296296,1 hr 5 min,3 hr 6 min
18,Female,2.43,Laptop,False,0.45,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.7541379310344829,1.6758620689655173,0 hr 45 min,1 hr 41 min
12,Female,4.97,Laptop,True,0.48,Anxiety,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.6118918918918916,3.358108108108108,1 hr 37 min,3 hr 21 min
9,Female,0.0,Smartphone,False,0.48,No Health Impact,Urban,Child,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.0,0.0,0 hr 0 min,0 hr 0 min
9,Female,3.73,Smartphone,True,0.46,Anxiety,Urban,Child,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.1752054794520548,2.5547945205479454,1 hr 11 min,2 hr 33 min
14,Male,5.36,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Rural,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.6377777777777778,3.7222222222222223,1 hr 38 min,3 hr 43 min
15,Male,3.95,TV,True,0.37,"Poor Sleep, Eye Strain, Obesity Risk",Urban,Teen,Other,Moderate,weekday,Mostly Recreational,High Risk,1.0667883211678832,2.883211678832117,1 hr 4 min,2 hr 53 min
17,Male,5.42,Smartphone,True,0.34,Anxiety,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.375223880597015,4.044776119402985,1 hr 23 min,4 hr 3 min
15,Male,4.68,Laptop,True,0.42,No Health Impact,Urban,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.384225352112676,3.295774647887324,1 hr 23 min,3 hr 18 min
11,Male,5.24,TV,True,0.48,Poor Sleep,Rural,Pre-Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.6994594594594596,3.5405405405405403,1 hr 42 min,3 hr 32 min
8,Male,6.64,TV,True,0.45,Poor Sleep,Urban,Child,Other,Very High,weekend,Mostly Recreational,Moderate Risk,2.0606896551724136,4.5793103448275865,2 hr 4 min,4 hr 35 min
18,Male,5.18,TV,True,0.41,Poor Sleep,Urban,Senior Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.506241134751773,3.6737588652482267,1 hr 30 min,3 hr 40 min
14,Female,4.52,Smartphone,True,0.47,"Poor Sleep, Eye Strain, Anxiety",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.4451700680272106,3.074829931972789,1 hr 27 min,3 hr 4 min
8,Female,3.71,TV,True,0.54,"Poor Sleep, Obesity Risk",Urban,Child,Other,Moderate,weekday,Balanced,High Risk,1.300909090909091,2.409090909090909,1 hr 18 min,2 hr 25 min
18,Male,5.56,Smartphone,True,0.49,Eye Strain,Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.828456375838926,3.7315436241610733,1 hr 50 min,3 hr 44 min
11,Female,6.02,Smartphone,True,0.34,Poor Sleep,Urban,Pre-Teen,Portable,Very High,weekend,Mostly Recreational,Moderate Risk,1.5274626865671643,4.492537313432836,1 hr 32 min,4 hr 30 min
15,Female,2.46,Smartphone,False,0.47,No Health Impact,Rural,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.786530612244898,1.6734693877551021,0 hr 47 min,1 hr 40 min
9,Male,3.6,Tablet,True,0.51,Eye Strain,Urban,Child,Portable,Moderate,weekday,Balanced,Moderate Risk,1.2158940397350995,2.3841059602649004,1 hr 13 min,2 hr 23 min
13,Female,4.88,Smartphone,True,0.5,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Balanced,Moderate Risk,1.6266666666666667,3.253333333333333,1 hr 38 min,3 hr 15 min
13,Female,3.31,TV,True,0.45,No Health Impact,Rural,Pre-Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,1.027241379310345,2.282758620689655,1 hr 2 min,2 hr 17 min
16,Female,4.25,Smartphone,True,0.34,Poor Sleep,Urban,Teen,Portable,High,weekday,Mostly Recreational,Moderate Risk,1.078358208955224,3.171641791044776,1 hr 5 min,3 hr 10 min
12,Female,3.14,Laptop,True,0.35,"Poor Sleep, Eye Strain",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,0.814074074074074,2.325925925925926,0 hr 49 min,2 hr 20 min
17,Male,6.8,TV,True,0.47,"Poor Sleep, Eye Strain",Urban,Senior Teen,Other,Very High,weekend,Mostly Recreational,High Risk,2.1741496598639456,4.625850340136054,2 hr 10 min,4 hr 38 min
11,Male,5.38,TV,True,0.38,"Poor Sleep, Obesity Risk",Urban,Pre-Teen,Other,High,weekend,Mostly Recreational,High Risk,1.481449275362319,3.8985507246376807,1 hr 29 min,3 hr 54 min
12,Female,4.05,Smartphone,True,0.31,"Poor Sleep, Obesity Risk",Urban,Pre-Teen,Portable,High,weekday,Mostly Recreational,High Risk,0.9583969465648854,3.091603053435114,0 hr 58 min,3 hr 5 min
17,Male,5.07,TV,True,0.46,"Anxiety, Obesity Risk",Urban,Senior Teen,Other,High,weekend,Mostly Recreational,High Risk,1.5973972602739728,3.4726027397260273,1 hr 36 min,3 hr 28 min
18,Male,5.32,Tablet,True,0.42,No Health Impact,Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5735211267605633,3.746478873239437,1 hr 34 min,3 hr 45 min
12,Male,5.33,Smartphone,True,0.44,Poor Sleep,Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.6286111111111112,3.701388888888889,1 hr 38 min,3 hr 42 min
15,Male,3.03,TV,True,0.49,No Health Impact,Urban,Teen,Other,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9964429530201342,2.0335570469798654,0 hr 60 min,2 hr 2 min
17,Female,5.78,Smartphone,True,0.32,"Poor Sleep, Eye Strain, Anxiety",Urban,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.4012121212121214,4.378787878787879,1 hr 24 min,4 hr 23 min
15,Male,2.86,Smartphone,False,0.48,No Health Impact,Rural,Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.9275675675675674,1.9324324324324325,0 hr 56 min,1 hr 56 min
9,Male,7.45,Tablet,True,0.51,"Poor Sleep, Obesity Risk",Rural,Child,Portable,Very High,weekend,Balanced,High Risk,2.516225165562914,4.933774834437086,2 hr 31 min,4 hr 56 min
14,Male,4.39,Laptop,True,0.4,"Poor Sleep, Eye Strain",Rural,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.2542857142857144,3.1357142857142852,1 hr 15 min,3 hr 8 min
15,Male,5.88,TV,True,0.48,No Health Impact,Urban,Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.907027027027027,3.972972972972973,1 hr 54 min,3 hr 58 min
18,Male,4.36,TV,True,0.47,Poor Sleep,Urban,Senior Teen,Other,High,weekend,Mostly Recreational,Moderate Risk,1.3940136054421768,2.9659863945578238,1 hr 24 min,2 hr 58 min
13,Female,3.68,Tablet,True,0.44,Poor Sleep,Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,1.1244444444444444,2.555555555555556,1 hr 7 min,2 hr 33 min
12,Male,3.24,Tablet,True,0.49,"Eye Strain, Obesity Risk",Urban,Pre-Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,1.065503355704698,2.174496644295302,1 hr 4 min,2 hr 10 min
18,Male,5.75,Smartphone,True,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Rural,Senior Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.4907407407407405,4.2592592592592595,1 hr 29 min,4 hr 16 min
16,Male,4.9,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.1595419847328245,3.740458015267176,1 hr 10 min,3 hr 44 min
10,Female,10.99,Tablet,True,0.55,Anxiety,Urban,Pre-Teen,Portable,Very High,weekend,Balanced,Moderate Risk,3.899677419354839,7.090322580645161,3 hr 54 min,7 hr 5 min
17,Female,3.92,Smartphone,True,0.42,"Poor Sleep, Eye Strain, Obesity Risk",Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,High Risk,1.15943661971831,2.76056338028169,1 hr 10 min,2 hr 46 min
11,Female,5.0,Tablet,True,0.38,"Poor Sleep, Eye Strain",Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.3768115942028987,3.6231884057971016,1 hr 23 min,3 hr 37 min
16,Female,4.42,Smartphone,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.0459541984732823,3.3740458015267176,1 hr 3 min,3 hr 22 min
13,Female,5.12,Laptop,True,0.38,"Poor Sleep, Eye Strain, Anxiety",Urban,Pre-Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.4098550724637682,3.710144927536232,1 hr 25 min,3 hr 43 min
15,Male,4.81,Laptop,True,0.3,"Poor Sleep, Eye Strain",Urban,Teen,Portable,High,weekend,Mostly Recreational,High Risk,1.1099999999999999,3.6999999999999997,1 hr 7 min,3 hr 42 min
14,Female,4.91,Laptop,True,0.45,Poor Sleep,Rural,Teen,Portable,High,weekend,Mostly Recreational,Moderate Risk,1.5237931034482761,3.386206896551724,1 hr 31 min,3 hr 23 min
18,Female,2.38,Smartphone,False,0.31,No Health Impact,Urban,Senior Teen,Portable,Moderate,weekday,Mostly Recreational,Moderate Risk,0.563206106870229,1.816793893129771,0 hr 34 min,1 hr 49 min
9,Male,0.87,Smartphone,False,0.49,No Health Impact,Rural,Child,Portable,Low,weekday,Mostly Recreational,Moderate Risk,0.2861073825503356,0.5838926174496644,0 hr 17 min,0 hr 35 min
